account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_subscriptions,avg_mrr,total_upgrades,total_downgrades,total_usage,total_usage_duration,total_errors,beta_feature_usage,total_tickets,avg_resolution_time,avg_first_response,avg_satisfaction,escalation_count,churned,usage_per_subscription,tickets_per_subscription,error_rate,mrr_per_seat,churn_risk_score
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,10,4587.2,0,0,435,123738,26,6,5.0,31.4,107.0,3.5,0.0,1.0,39.54545454545455,0.4545454545454545,0.0596330275229357,73.98709677419355,0.9539185
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,8,2575.5,3,0,336,116076,20,3,5.0,33.2,139.6,4.5,0.0,1.0,37.333333333333336,0.5555555555555556,0.059347181008902,135.55263157894737,0.95865554
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,11,1555.5454545454545,1,0,438,136419,24,5,5.0,48.2,119.2,3.333333333333333,1.0,1.0,36.5,0.4166666666666667,0.0546697038724373,172.83838383838383,0.97672343
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,8,937.875,2,0,266,87249,18,2,4.0,31.0,72.5,3.0,0.0,1.0,29.55555555555556,0.4444444444444444,0.0674157303370786,312.625,0.95912206
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,6,3071.6666666666665,0,0,294,103805,12,2,3.0,28.33333333333333,83.33333333333333,3.6666666666666665,1.0,0.0,42.0,0.4285714285714285,0.0406779661016949,78.76068376068376,0.13655776
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,8,3009.5,2,1,417,126745,18,4,3.0,37.0,93.33333333333331,5.0,0.0,1.0,46.333333333333336,0.3333333333333333,0.0430622009569378,1003.1666666666666,0.92990017
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,9,2676.0,0,0,599,172442,39,6,5.0,45.0,75.4,4.0,0.0,0.0,59.9,0.5,0.065,669.0,0.083057605
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,9,1498.2222222222222,2,0,527,131994,25,7,6.0,30.33333333333333,88.5,4.6,1.0,1.0,52.7,0.6,0.0473484848484848,74.91111111111111,0.9073897
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,6,1776.5,0,1,364,103645,30,2,4.0,23.25,58.25,0.0,1.0,0.0,52.0,0.5714285714285714,0.0821917808219178,177.65,0.12978034
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,11,2275.818181818182,4,1,611,188856,34,8,5.0,21.2,90.4,4.25,0.0,0.0,50.91666666666666,0.4166666666666667,0.0555555555555555,58.35431235431236,0.19438337
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,7,1273.7142857142858,1,1,411,116704,41,2,3.0,29.0,81.33333333333333,4.0,0.0,1.0,51.375,0.375,0.0995145631067961,636.8571428571429,0.8901243
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,9,2697.1111111111118,2,0,502,146707,30,7,3.0,33.333333333333336,49.66666666666666,5.0,0.0,0.0,50.2,0.3,0.0596421471172962,149.83950617283952,0.13779043
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,12,2866.0,0,1,533,148034,40,3,2.0,42.5,159.5,5.0,0.0,1.0,41.0,0.1538461538461538,0.0749063670411985,286.6,0.9920214
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,9,1394.2222222222222,1,0,465,138043,18,7,5.0,37.8,76.0,4.0,0.0,0.0,46.5,0.5,0.03862660944206,87.13888888888889,0.1373307
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,9,4145.777777777777,2,0,499,136250,28,5,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,49.9,0.3,0.056,63.781196581196575,0.9816165
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,14,1152.7857142857142,3,1,713,208977,38,4,3.0,36.333333333333336,115.0,4.0,1.0,1.0,47.53333333333333,0.2,0.0532212885154061,576.3928571428571,0.98617643
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,10,2068.3,0,1,587,175629,29,2,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1.0,53.36363636363637,0.2727272727272727,0.0493197278911564,1034.15,0.22283065
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,15,1943.6666666666667,0,2,922,256811,47,10,3.0,28.0,93.0,4.0,1.0,1.0,57.625,0.1875,0.0509209100758396,242.95833333333331,0.9578725
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,10,1824.9,0,0,558,167904,31,7,7.0,40.42857142857143,76.0,3.8,0.0,0.0,50.72727272727273,0.6363636363636364,0.0554561717352415,53.67352941176471,0.047467604
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,11,1508.3636363636365,1,0,516,180823,33,4,1.0,72.0,111.0,0.0,0.0,0.0,43.0,0.0833333333333333,0.0638297872340425,62.84848484848485,0.109919004
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,6,3208.333333333333,1,0,176,48112,13,2,4.0,32.5,103.75,4.0,1.0,1.0,25.142857142857142,0.5714285714285714,0.0734463276836158,118.82716049382717,0.9612171
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,16,914.875,2,0,789,241275,42,9,2.0,42.0,108.0,3.0,0.0,1.0,46.41176470588236,0.1176470588235294,0.0531645569620253,228.71875,0.99060845
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,8,10485.75,0,0,475,127926,23,5,1.0,13.0,128.0,3.0,0.0,0.0,52.77777777777778,0.1111111111111111,0.0483193277310924,111.5505319148936,0.07845506
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,3,1923.6666666666667,0,0,207,72170,7,3,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,0.0,51.75,1.5,0.0336538461538461,64.12222222222222,0.9836444
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,6,1282.1666666666667,1,1,300,88383,12,6,4.0,31.25,60.5,4.0,0.0,1.0,42.85714285714285,0.5714285714285714,0.0398671096345514,32.05416666666667,0.9737104
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,15,2826.866666666667,0,0,830,258465,54,10,5.0,36.2,116.2,5.0,0.0,1.0,51.875,0.3125,0.0649819494584837,97.47816091954024,0.93543535
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,7,2209.714285714286,0,0,346,81587,19,2,5.0,32.8,68.4,4.333333333333333,0.0,1.0,43.25,0.625,0.0547550432276657,147.31428571428572,0.9924638
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,5,2403.0,0,1,208,59864,11,1,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,1.0,34.666666666666664,1.0,0.0526315789473684,52.23913043478261,0.9713613
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,11,1727.8181818181818,1,0,560,164545,40,3,4.0,22.5,80.25,5.0,1.0,1.0,46.66666666666666,0.3333333333333333,0.071301247771836,35.99621212121212,0.9652024
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,6,5064.166666666667,0,1,167,43449,16,0,7.0,33.0,78.0,4.2,0.0,0.0,23.857142857142858,1.0,0.0952380952380952,84.40277777777779,0.107283026
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,13,2547.846153846154,3,2,650,179376,37,6,3.0,45.333333333333336,102.66666666666669,4.5,0.0,1.0,46.42857142857143,0.2142857142857142,0.0568356374807987,127.3923076923077,0.99042445
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,10,1242.2,1,1,561,185984,29,9,4.0,28.0,82.0,5.0,1.0,1.0,51.0,0.3636363636363636,0.0516014234875444,155.275,0.92630184
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,15,2938.4666666666667,0,2,685,206893,45,7,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.0,42.8125,0.375,0.0655976676384839,91.82708333333332,0.11235593
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,12,913.5833333333334,1,2,543,150431,35,4,3.0,32.666666666666664,88.0,5.0,0.0,0.0,41.76923076923077,0.2307692307692307,0.0643382352941176,65.25595238095238,0.10723727
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,9,928.1111111111112,1,0,562,160848,30,3,2.0,10.0,107.0,3.0,0.0,0.0,56.2,0.2,0.0532859680284191,77.3425925925926,0.074914426
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,11,1066.3636363636365,2,0,697,214976,40,2,2.0,68.5,86.5,3.0,1.0,1.0,58.083333333333336,0.1666666666666666,0.0573065902578796,355.45454545454544,0.97880244
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,9,1565.2222222222222,2,1,434,134963,28,4,6.0,41.0,86.5,4.333333333333333,0.0,0.0,43.4,0.6,0.064367816091954,78.2611111111111,0.09849464
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,12,2522.0,0,1,544,168051,25,6,5.0,39.2,61.4,4.0,0.0,1.0,41.84615384615385,0.3846153846153846,0.0458715596330275,100.88,0.90615875
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,5,1517.2,0,1,268,84855,4,1,3.0,44.66666666666666,63.0,4.333333333333333,0.0,1.0,44.66666666666666,0.5,0.0148698884758364,60.688,0.98335797
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,7,3747.142857142857,0,0,203,77446,10,1,1.0,47.0,48.0,4.0,0.0,1.0,25.375,0.125,0.0490196078431372,43.07060755336617,0.94382954
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,8,2802.875,1,1,421,123802,11,7,5.0,24.2,88.8,4.2,0.0,1.0,46.77777777777778,0.5555555555555556,0.0260663507109004,82.4375,0.6101197
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,7,2318.428571428572,0,0,300,90218,15,3,1.0,64.0,136.0,0.0,0.0,1.0,37.5,0.125,0.0498338870431893,82.80102040816327,0.9296477
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,8,2869.875,2,0,312,107852,14,5,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,34.666666666666664,0.5555555555555556,0.0447284345047923,92.5766129032258,0.9656137
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,12,2559.9166666666665,1,0,560,173183,23,10,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1.0,43.07692307692308,0.2307692307692307,0.0409982174688057,53.33159722222222,0.9115841
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,6,299.3333333333333,1,0,171,54271,5,2,3.0,18.33333333333333,85.33333333333333,0.0,0.0,1.0,24.428571428571427,0.4285714285714285,0.0290697674418604,149.66666666666666,0.98551905
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,10,1849.2,1,2,510,152826,22,7,2.0,38.5,98.0,4.0,1.0,0.0,46.36363636363637,0.1818181818181818,0.0430528375733855,616.4,0.095471285
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,13,2183.0,1,3,642,213554,32,8,6.0,31.5,71.0,4.0,0.0,1.0,45.85714285714285,0.4285714285714285,0.0497667185069984,77.96428571428571,0.29268187
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,15,746.4666666666667,2,0,696,214681,31,6,6.0,37.333333333333336,79.16666666666667,4.4,0.0,1.0,43.5,0.375,0.0444763271162123,74.64666666666668,0.74548936
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,3,701.3333333333334,0,0,210,63673,15,1,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,1.0,52.5,1.5,0.0710900473933649,116.8888888888889,0.9874083
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,9,7334.444444444444,2,1,507,162673,28,8,4.0,37.25,88.25,3.0,1.0,1.0,50.7,0.4,0.0551181102362204,103.302034428795,0.99503314
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,12,3153.9166666666665,3,2,604,212655,43,5,1.0,17.0,132.0,4.0,1.0,0.0,46.46153846153846,0.0769230769230769,0.0710743801652892,197.11979166666663,0.14741686
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,11,2166.6363636363635,1,0,561,173241,33,6,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,0.0,46.75,0.5833333333333334,0.0587188612099644,127.44919786096256,0.104850285
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,11,683.0,1,0,654,207283,46,6,2.0,41.0,72.0,3.5,0.0,0.0,54.5,0.1666666666666666,0.0702290076335877,34.15,0.059370264
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,6,1053.5,1,0,230,63418,24,4,5.0,36.0,79.4,0.0,1.0,0.0,32.857142857142854,0.7142857142857143,0.1038961038961039,52.675,0.0981009
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,11,879.0,0,0,440,121725,43,5,7.0,38.0,83.42857142857143,4.5,0.0,0.0,36.66666666666666,0.5833333333333334,0.0975056689342403,439.5,0.051241968
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,12,3734.5833333333335,1,0,481,170101,31,4,4.0,37.5,116.5,3.75,0.0,0.0,37.0,0.3076923076923077,0.0643153526970954,82.99074074074075,0.11941226
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,10,1256.9,0,0,446,140849,27,4,2.0,41.0,152.0,4.5,0.0,0.0,40.54545454545455,0.1818181818181818,0.0604026845637583,179.55714285714288,0.12378304
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,9,3097.0,2,0,393,133848,12,4,2.0,50.0,82.5,0.0,0.0,0.0,39.3,0.2,0.0304568527918781,344.1111111111111,0.13223015
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,15,8886.533333333333,3,0,869,251284,54,6,4.0,43.25,92.5,4.5,0.0,1.0,54.3125,0.25,0.0620689655172413,120.08828828828828,0.9863578
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,13,3131.769230769231,3,0,620,194799,41,4,1.0,49.0,77.0,0.0,0.0,1.0,44.285714285714285,0.0714285714285714,0.0660225442834138,195.73557692307693,0.984767
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,7,1510.7142857142858,0,0,347,94200,31,1,0.0,0.0,0.0,0.0,0.0,1.0,43.375,0.0,0.0890804597701149,62.94642857142858,0.9317639
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,10,3604.1,2,0,628,202329,36,6,9.0,40.888888888888886,71.44444444444444,3.5,0.0,1.0,57.09090909090909,0.8181818181818182,0.0572337042925278,102.97428571428571,0.93305
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,10,1516.1,4,1,519,157792,30,7,8.0,30.75,73.375,3.0,0.0,1.0,47.18181818181818,0.7272727272727273,0.0576923076923076,75.80499999999999,0.9383601
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,10,5168.0,0,0,413,109079,25,3,3.0,20.666666666666668,116.33333333333331,5.0,0.0,1.0,37.54545454545455,0.2727272727272727,0.0603864734299516,126.04878048780488,0.96322244
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,11,1571.7272727272727,0,3,624,191651,49,5,3.0,17.0,69.0,4.0,0.0,1.0,52.0,0.25,0.0784,157.1727272727273,0.8750946
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,10,2390.5,1,1,518,152228,36,7,5.0,40.0,75.6,3.2,0.0,1.0,47.09090909090909,0.4545454545454545,0.0693641618497109,597.625,0.9063959
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,12,5769.166666666667,0,0,600,202100,42,5,5.0,49.2,84.0,5.0,0.0,1.0,46.15384615384615,0.3846153846153846,0.0698835274542429,81.25586854460094,0.96837884
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,6,2451.333333333333,0,0,215,79605,18,2,4.0,34.0,98.5,5.0,0.0,1.0,30.714285714285715,0.5714285714285714,0.0833333333333333,188.56410256410257,0.95031077
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,11,1930.636363636364,1,1,530,135061,37,5,6.0,47.833333333333336,87.5,4.25,1.0,1.0,44.16666666666666,0.5,0.0696798493408663,965.318181818182,0.96264863
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,7,7800.714285714285,1,0,271,81944,25,4,4.0,37.5,105.5,3.0,0.0,1.0,33.875,0.5,0.0919117647058823,47.56533101045296,0.91683334
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,15,3387.8,0,2,629,158587,24,5,2.0,70.5,106.5,0.0,0.0,0.0,39.3125,0.125,0.0380952380952381,112.92666666666668,0.09558118
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,7,921.2857142857144,0,0,446,130195,19,8,1.0,56.0,12.0,0.0,0.0,0.0,55.75,0.125,0.0425055928411633,153.5476190476191,0.10102537
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,12,3654.9166666666665,0,0,453,124458,29,3,5.0,27.6,126.0,4.333333333333333,0.0,1.0,34.84615384615385,0.3846153846153846,0.0638766519823788,58.9502688172043,0.72790056
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,4,583.0,0,0,171,44864,17,3,1.0,2.0,2.0,3.0,0.0,0.0,34.2,0.2,0.0988372093023255,25.347826086956523,0.10077245
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,7,284.1428571428572,0,0,357,124753,18,7,5.0,50.4,105.2,3.75,0.0,1.0,44.625,0.625,0.0502793296089385,94.71428571428572,0.24582992
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,7,2827.1428571428573,1,0,432,142787,26,2,3.0,42.0,81.0,5.0,0.0,1.0,54.0,0.375,0.0600461893764434,94.23809523809524,0.9814797
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,16,2161.8125,3,1,749,222610,48,5,4.0,41.0,72.5,4.0,0.0,1.0,44.05882352941177,0.2352941176470588,0.064,127.1654411764706,0.97361165
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,8,1128.375,1,0,478,150601,16,7,9.0,28.444444444444443,66.11111111111111,4.5,0.0,0.0,53.11111111111112,1.0,0.0334029227557411,102.57954545454544,0.81210613
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,6,1423.3333333333333,1,0,285,91776,15,1,4.0,26.0,98.25,3.0,0.0,1.0,40.71428571428572,0.5714285714285714,0.0524475524475524,49.08045977011494,0.96668684
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,11,942.0,2,0,606,179167,31,5,2.0,29.0,52.5,5.0,0.0,1.0,50.5,0.1666666666666666,0.0510708401976935,188.4,0.89850074
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,14,1339.0,2,1,782,239679,43,6,6.0,16.0,88.0,4.0,1.0,1.0,52.13333333333333,0.4,0.0549169859514687,148.77777777777777,0.98679835
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,11,1507.0,0,3,623,168474,55,9,5.0,29.2,103.8,3.75,1.0,1.0,51.91666666666666,0.4166666666666667,0.0881410256410256,125.58333333333331,0.9697565
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,14,1791.357142857143,1,1,599,182273,19,7,6.0,29.666666666666668,129.83333333333334,4.25,0.0,1.0,39.93333333333333,0.4,0.0316666666666666,119.42380952380952,0.9725018
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,9,3124.4444444444443,1,0,441,133497,35,2,5.0,33.4,80.6,4.0,1.0,1.0,44.1,0.5,0.0791855203619909,156.22222222222223,0.97005266
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,16,1114.4375,4,1,806,260271,43,8,6.0,34.666666666666664,125.33333333333331,3.0,2.0,1.0,47.41176470588236,0.3529411764705882,0.0532837670384138,278.609375,0.9931785
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,10,2808.1,2,1,393,111038,20,6,5.0,26.6,91.6,4.0,0.0,0.0,35.72727272727273,0.4545454545454545,0.0507614213197969,468.01666666666665,0.7178066
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,10,1507.2,0,0,410,127529,45,1,5.0,28.6,99.0,4.0,0.0,1.0,37.27272727272727,0.4545454545454545,0.1094890510948905,107.65714285714286,0.8251046
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,17,1797.0588235294117,2,1,871,261911,55,9,2.0,37.5,120.0,5.0,0.0,1.0,48.388888888888886,0.1111111111111111,0.0630733944954128,299.5098039215686,0.9567581
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,6,2223.833333333333,0,0,205,57539,14,2,3.0,32.333333333333336,94.33333333333331,4.333333333333333,1.0,1.0,29.285714285714285,0.4285714285714285,0.0679611650485436,741.2777777777778,0.9778742
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,7,3951.571428571429,1,0,362,102382,23,5,7.0,36.57142857142857,106.57142857142856,3.4,0.0,0.0,45.25,0.875,0.0633608815426997,188.17006802721087,0.109480985
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,13,4764.2307692307695,3,1,765,230759,41,7,3.0,37.0,47.333333333333336,3.0,0.0,1.0,54.642857142857146,0.2142857142857142,0.0535248041775456,103.57023411371236,0.9804104
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,8,1189.25,1,1,445,144345,27,5,2.0,59.0,66.0,3.0,0.0,1.0,49.44444444444444,0.2222222222222222,0.0605381165919282,297.3125,0.9790491
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,12,1420.0,1,1,528,169908,33,8,4.0,40.25,74.0,3.5,0.0,1.0,40.61538461538461,0.3076923076923077,0.0623818525519848,355.0,0.90729755
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,4,2222.25,0,1,158,48510,3,1,2.0,56.5,137.5,0.0,0.0,1.0,31.6,0.4,0.0188679245283018,1111.125,0.95640707
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,12,2689.1666666666665,3,0,624,202756,40,6,5.0,20.2,119.8,4.0,0.0,1.0,48.0,0.3846153846153846,0.064,537.8333333333333,0.9793802
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,15,4064.6666666666665,0,1,625,189526,35,5,2.0,56.5,98.5,4.0,0.0,1.0,39.0625,0.125,0.0559105431309904,169.36111111111111,0.9679824
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,11,587.2727272727273,1,0,687,225366,33,8,3.0,54.333333333333336,149.33333333333334,0.0,0.0,1.0,57.25,0.25,0.0479651162790697,29.363636363636363,0.3186778
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,12,4350.333333333333,2,0,507,157547,34,4,3.0,42.0,58.66666666666666,4.666666666666667,0.0,1.0,39.0,0.2307692307692307,0.0669291338582677,85.30065359477123,0.9144644
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,7,2665.1428571428573,1,0,435,133441,33,6,4.0,39.0,94.5,5.0,0.0,1.0,54.375,0.5,0.0756880733944954,80.76190476190477,0.96758145
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,9,2329.333333333333,0,0,474,144424,40,3,5.0,52.2,90.8,3.0,0.0,1.0,47.4,0.5,0.0842105263157894,465.8666666666667,0.99276394
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,5,1687.2,0,0,231,80389,15,2,3.0,50.66666666666666,67.33333333333333,3.0,0.0,0.0,38.5,0.5,0.0646551724137931,84.36,0.12480418
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,10,2107.5,1,1,595,196965,22,4,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,1.0,54.09090909090909,0.6363636363636364,0.0369127516778523,75.26785714285714,0.49901846
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,7,2280.0,0,0,292,107443,21,3,5.0,42.6,110.0,3.5,0.0,0.0,36.5,0.625,0.0716723549488054,91.2,0.12629072
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,12,1742.9166666666667,0,0,552,157263,34,6,1.0,16.0,99.0,3.0,0.0,1.0,42.46153846153846,0.0769230769230769,0.0614828209764918,108.93229166666669,0.801278
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,11,2173.181818181818,0,0,505,141942,33,7,5.0,30.6,115.0,3.333333333333333,0.0,0.0,42.083333333333336,0.4166666666666667,0.0652173913043478,135.82386363636363,0.10043344
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,13,970.0,0,0,642,193363,22,4,6.0,31.5,48.333333333333336,4.333333333333333,0.0,1.0,45.85714285714285,0.4285714285714285,0.0342146189735614,97.0,0.9740171
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,13,1209.0,0,0,678,193777,30,3,2.0,39.5,96.5,4.0,0.0,1.0,48.42857142857143,0.1428571428571428,0.0441826215022091,241.8,0.9792206
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,7,6666.571428571428,3,0,371,103455,35,2,5.0,27.4,80.0,4.0,1.0,1.0,46.375,0.625,0.0940860215053763,148.14603174603175,0.97134835
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,12,2664.0,0,0,547,174663,17,3,5.0,33.6,37.6,4.5,0.0,1.0,42.07692307692308,0.3846153846153846,0.0310218978102189,83.25,0.9350938
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,7,1718.571428571429,1,1,347,98097,22,4,2.0,39.5,118.5,3.5,0.0,1.0,43.375,0.25,0.0632183908045977,107.41071428571428,0.96058905
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,15,1339.2,2,1,1005,273639,47,7,1.0,32.0,175.0,4.0,0.0,1.0,62.8125,0.0625,0.0467196819085487,111.6,0.96920747
